Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,1990 [1990]
Estonia,EST,Total,TOT,Vanuatu,VUT,0
Estonia,EST,Total,TOT,"Venezuela, RB",VEN,0
Estonia,EST,Total,TOT,Vietnam,VNM,0
Estonia,EST,Total,TOT,Virgin Islands (U.S.),VIR,0
Estonia,EST,Total,TOT,"Virgin Islands, British",VGB,0
Estonia,EST,Total,TOT,Wallis and Futuna,WLF,0
Estonia,EST,Total,TOT,West Bank and Gaza,PSE,7
Estonia,EST,Total,TOT,"Yemen, Rep.",YEM,4
Estonia,EST,Total,TOT,Zambia,ZMB,0
Estonia,EST,Total,TOT,Zimbabwe,ZWE,4
Ethiopia,ETH,Total,TOT,Afghanistan,AFG,2
Ethiopia,ETH,Total,TOT,Albania,ALB,0
Ethiopia,ETH,Total,TOT,Algeria,DZA,1
Ethiopia,ETH,Total,TOT,American Samoa,ASM,0
Ethiopia,ETH,Total,TOT,Andorra,AND,4
Ethiopia,ETH,Total,TOT,Angola,AGO,0
Ethiopia,ETH,Total,TOT,Anguilla,AIA,0
Ethiopia,ETH,Total,TOT,Antigua and Barbuda,ATG,0
Ethiopia,ETH,Total,TOT,Argentina,ARG,44
Ethiopia,ETH,Total,TOT,Armenia,ARM,0
Ethiopia,ETH,Total,TOT,Aruba,ABW,0
Ethiopia,ETH,Total,TOT,Australia,AUS,890
Ethiopia,ETH,Total,TOT,Austria,AUT,74
Ethiopia,ETH,Total,TOT,Azerbaijan,AZE,0
Ethiopia,ETH,Total,TOT,"Bahamas, The",BHS,1
Ethiopia,ETH,Total,TOT,Bahrain,BHR,4
Ethiopia,ETH,Total,TOT,Bangladesh,BGD,5
Ethiopia,ETH,Total,TOT,Barbados,BRB,0
Ethiopia,ETH,Total,TOT,Belarus,BLR,0
Ethiopia,ETH,Total,TOT,Belgium,BEL,288
Ethiopia,ETH,Total,TOT,Belize,BLZ,0
Ethiopia,ETH,Total,TOT,Benin,BEN,2
Ethiopia,ETH,Total,TOT,Bermuda,BMU,0
Ethiopia,ETH,Total,TOT,Bhutan,BTN,0
Ethiopia,ETH,Total,TOT,Bolivia,BOL,2
Ethiopia,ETH,Total,TOT,Bosnia and Herzegovina,BIH,3
Ethiopia,ETH,Total,TOT,Botswana,BWA,3
Ethiopia,ETH,Total,TOT,Brazil,BRA,37
Ethiopia,ETH,Total,TOT,Brunei Darussalam,BRN,0
Ethiopia,ETH,Total,TOT,Bulgaria,BGR,21
Ethiopia,ETH,Total,TOT,Burkina Faso,BFA,4
Ethiopia,ETH,Total,TOT,Burundi,BDI,61
Ethiopia,ETH,Total,TOT,Cambodia,KHM,0
Ethiopia,ETH,Total,TOT,Cameroon,CMR,160
Ethiopia,ETH,Total,TOT,Canada,CAN,2503
Ethiopia,ETH,Total,TOT,Cape Verde,CPV,0
Ethiopia,ETH,Total,TOT,Cayman Islands,CYM,1
Ethiopia,ETH,Total,TOT,Central African Republic,CAF,0
Ethiopia,ETH,Total,TOT,Chad,TCD,25
Ethiopia,ETH,Total,TOT,Channel Islands,CHI,..
Ethiopia,ETH,Total,TOT,Chile,CHL,11
Ethiopia,ETH,Total,TOT,China,CHN,0
Ethiopia,ETH,Total,TOT,Colombia,COL,2
Ethiopia,ETH,Total,TOT,Comoros,COM,2
Ethiopia,ETH,Total,TOT,"Congo, Dem. Rep.",COD,0
Ethiopia,ETH,Total,TOT,"Congo, Rep.",COG,0
Ethiopia,ETH,Total,TOT,Cook Islands,COK,0
Ethiopia,ETH,Total,TOT,Costa Rica,CRI,1
Ethiopia,ETH,Total,TOT,Cote d'Ivoire,CIV,1
Ethiopia,ETH,Total,TOT,Croatia,HRV,5
Ethiopia,ETH,Total,TOT,Cuba,CUB,9
Ethiopia,ETH,Total,TOT,Cyprus,CYP,74
Ethiopia,ETH,Total,TOT,Czech Republic,CZE,6
Ethiopia,ETH,Total,TOT,Denmark,DNK,560
Ethiopia,ETH,Total,TOT,Djibouti,DJI,19811
Ethiopia,ETH,Total,TOT,Dominica,DMA,1
Ethiopia,ETH,Total,TOT,Dominican Republic,DOM,1
Ethiopia,ETH,Total,TOT,Ecuador,ECU,0
Ethiopia,ETH,Total,TOT,"Egypt, Arab Rep.",EGY,13
Ethiopia,ETH,Total,TOT,El Salvador,SLV,0
Ethiopia,ETH,Total,TOT,Equatorial Guinea,GNQ,0
Ethiopia,ETH,Total,TOT,Eritrea,ERI,117
Ethiopia,ETH,Total,TOT,Estonia,EST,0
Ethiopia,ETH,Total,TOT,Ethiopia,ETH,0
Ethiopia,ETH,Total,TOT,Faeroe Islands,FRO,0
Ethiopia,ETH,Total,TOT,Falkland Islands (Malvinas),FLK,0
Ethiopia,ETH,Total,TOT,Fiji,FJI,0
Ethiopia,ETH,Total,TOT,Finland,FIN,183
Ethiopia,ETH,Total,TOT,France,FRA,21
Ethiopia,ETH,Total,TOT,French Guiana,GUF,2
Ethiopia,ETH,Total,TOT,French Polynesia,PYF,5
Ethiopia,ETH,Total,TOT,Gabon,GAB,0
Ethiopia,ETH,Total,TOT,"Gambia, The",GMB,0
Ethiopia,ETH,Total,TOT,Georgia,GEO,0
Ethiopia,ETH,Total,TOT,Germany,DEU,9555
Ethiopia,ETH,Total,TOT,Ghana,GHA,32
Ethiopia,ETH,Total,TOT,Gibraltar,GIB,0
Ethiopia,ETH,Total,TOT,Greece,GRC,2522
Ethiopia,ETH,Total,TOT,Greenland,GRL,0
Ethiopia,ETH,Total,TOT,Grenada,GRD,0
Ethiopia,ETH,Total,TOT,Guadeloupe,GLP,56
Ethiopia,ETH,Total,TOT,Guam,GUM,0
Ethiopia,ETH,Total,TOT,Guatemala,GTM,0
Ethiopia,ETH,Total,TOT,Guinea,GIN,0
Ethiopia,ETH,Total,TOT,Guinea-Bissau,GNB,0
Ethiopia,ETH,Total,TOT,Guyana,GUY,0
Ethiopia,ETH,Total,TOT,Haiti,HTI,0
Ethiopia,ETH,Total,TOT,Honduras,HND,0
Ethiopia,ETH,Total,TOT,"Hong Kong SAR, China",HKG,0
Ethiopia,ETH,Total,TOT,Hungary,HUN,90
Ethiopia,ETH,Total,TOT,Iceland,ISL,0
Ethiopia,ETH,Total,TOT,India,IND,236
Ethiopia,ETH,Total,TOT,Indonesia,IDN,0
Ethiopia,ETH,Total,TOT,"Iran, Islamic Rep.",IRN,27
Ethiopia,ETH,Total,TOT,Iraq,IRQ,12
Ethiopia,ETH,Total,TOT,Ireland,IRL,8
Ethiopia,ETH,Total,TOT,Isle of Man,IMY,..
Ethiopia,ETH,Total,TOT,Israel,ISR,30337
Ethiopia,ETH,Total,TOT,Italy,ITA,6783
Ethiopia,ETH,Total,TOT,Jamaica,JAM,0
Ethiopia,ETH,Total,TOT,Japan,JPN,8
Ethiopia,ETH,Total,TOT,Jordan,JOR,14
Ethiopia,ETH,Total,TOT,Kazakhstan,KAZ,0
Ethiopia,ETH,Total,TOT,Kenya,KEN,7493
Ethiopia,ETH,Total,TOT,Kiribati,KIR,0
Ethiopia,ETH,Total,TOT,"Korea, Dem. Rep.",PRK,0
Ethiopia,ETH,Total,TOT,"Korea, Rep.",KOR,0
Ethiopia,ETH,Total,TOT,Kosovo,KSV,..
Ethiopia,ETH,Total,TOT,Kuwait,KWT,41
Ethiopia,ETH,Total,TOT,Kyrgyz Republic,KGZ,0
Ethiopia,ETH,Total,TOT,Lao PDR,LAO,0
Ethiopia,ETH,Total,TOT,Latvia,LVA,0
Ethiopia,ETH,Total,TOT,Lebanon,LBN,76
Ethiopia,ETH,Total,TOT,Lesotho,LSO,0
Ethiopia,ETH,Total,TOT,Liberia,LBR,0
Ethiopia,ETH,Total,TOT,Libya,LBY,20
Ethiopia,ETH,Total,TOT,Liechtenstein,LIE,0
Ethiopia,ETH,Total,TOT,Lithuania,LTU,0
Ethiopia,ETH,Total,TOT,Luxembourg,LUX,35
Ethiopia,ETH,Total,TOT,"Macao SAR, China",MAC,0
Ethiopia,ETH,Total,TOT,"Macedonia, FYR",MKD,30
Ethiopia,ETH,Total,TOT,Madagascar,MDG,3
Ethiopia,ETH,Total,TOT,Malawi,MWI,153
Ethiopia,ETH,Total,TOT,Malaysia,MYS,2
Ethiopia,ETH,Total,TOT,Maldives,MDV,0
Ethiopia,ETH,Total,TOT,Mali,MLI,0
Ethiopia,ETH,Total,TOT,Malta,MLT,0
Ethiopia,ETH,Total,TOT,Marshall Islands,MHL,0
Ethiopia,ETH,Total,TOT,Martinique,MTQ,55
Ethiopia,ETH,Total,TOT,Mauritania,MRT,0
Ethiopia,ETH,Total,TOT,Mauritius,MUS,0
Ethiopia,ETH,Total,TOT,Mayotte,MYT,19
Ethiopia,ETH,Total,TOT,Mexico,MEX,45
Ethiopia,ETH,Total,TOT,"Micronesia, Fed. Sts.",FSM,0
Ethiopia,ETH,Total,TOT,Moldova,MDA,0
Ethiopia,ETH,Total,TOT,Monaco,MCO,10
Ethiopia,ETH,Total,TOT,Mongolia,MNG,0
Ethiopia,ETH,Total,TOT,Montenegro,MNE,..
Ethiopia,ETH,Total,TOT,Montserrat,MSR,0
Ethiopia,ETH,Total,TOT,Morocco,MAR,1
Ethiopia,ETH,Total,TOT,Mozambique,MOZ,7
Ethiopia,ETH,Total,TOT,Myanmar,MMR,0
Ethiopia,ETH,Total,TOT,Namibia,NAM,2
Ethiopia,ETH,Total,TOT,Naura,NRU,1
Ethiopia,ETH,Total,TOT,Nepal,NPL,3
Ethiopia,ETH,Total,TOT,Netherlands,NLD,4504
Ethiopia,ETH,Total,TOT,Netherlands Antilles,ANT,7
Ethiopia,ETH,Total,TOT,New Caledonia,NCL,4
Ethiopia,ETH,Total,TOT,New Zealand,NZL,88
Ethiopia,ETH,Total,TOT,Nicaragua,NIC,28
Ethiopia,ETH,Total,TOT,Niger,NER,2
Ethiopia,ETH,Total,TOT,Nigeria,NGA,69
Ethiopia,ETH,Total,TOT,Niue,NIU,0
Ethiopia,ETH,Total,TOT,Norfolk Island,NFK,0
Ethiopia,ETH,Total,TOT,Northern Mariana Islands,MNP,0
Ethiopia,ETH,Total,TOT,Norway,NOR,1455
Ethiopia,ETH,Total,TOT,Oman,OMN,154
Ethiopia,ETH,Total,TOT,Pakistan,PAK,20
Ethiopia,ETH,Total,TOT,Palau,PLW,0
Ethiopia,ETH,Total,TOT,Panama,PAN,8
Ethiopia,ETH,Total,TOT,Papua New Guinea,PNG,5
Ethiopia,ETH,Total,TOT,Paraguay,PRY,0
Ethiopia,ETH,Total,TOT,Peru,PER,1
Ethiopia,ETH,Total,TOT,Philippines,PHL,0
Ethiopia,ETH,Total,TOT,Poland,POL,30
Ethiopia,ETH,Total,TOT,Portugal,PRT,0
Ethiopia,ETH,Total,TOT,Puerto Rico,PRI,0
Ethiopia,ETH,Total,TOT,Qatar,QAT,128
Ethiopia,ETH,Total,TOT,Reunion,REU,6
Ethiopia,ETH,Total,TOT,Romania,ROM,0
Ethiopia,ETH,Total,TOT,Russian Federation,RUS,0
Ethiopia,ETH,Total,TOT,Rwanda,RWA,0
Ethiopia,ETH,Total,TOT,Saint Helena,SHN,0
Ethiopia,ETH,Total,TOT,Saint Pierre and Miquelon,SPM,0
Ethiopia,ETH,Total,TOT,Samoa,WSM,0
Ethiopia,ETH,Total,TOT,San Marino,SMR,0
Ethiopia,ETH,Total,TOT,Sao Tome and Principe,STP,0
Ethiopia,ETH,Total,TOT,Saudi Arabia,SAU,19573
Ethiopia,ETH,Total,TOT,Senegal,SEN,0
Ethiopia,ETH,Total,TOT,Serbia,SRB,..
Ethiopia,ETH,Total,TOT,Serbia and Montenegro,SCG,2
Ethiopia,ETH,Total,TOT,Seychelles,SYC,2
Ethiopia,ETH,Total,TOT,Sierra Leone,SLE,3
Ethiopia,ETH,Total,TOT,Singapore,SGP,1
Ethiopia,ETH,Total,TOT,Slovak Republic,SVK,1
Ethiopia,ETH,Total,TOT,Slovenia,SVN,0
Ethiopia,ETH,Total,TOT,Solomon Islands,SLB,0
Ethiopia,ETH,Total,TOT,Somalia,SOM,179
Ethiopia,ETH,Total,TOT,South Africa,ZAF,124
Ethiopia,ETH,Total,TOT,Spain,ESP,218
Ethiopia,ETH,Total,TOT,Sri Lanka,LKA,0
Ethiopia,ETH,Total,TOT,St. Kitts and Nevis,KNA,0
Ethiopia,ETH,Total,TOT,St. Lucia,LCA,0
Ethiopia,ETH,Total,TOT,St. Vincent and the Grenadines,VCT,0
Ethiopia,ETH,Total,TOT,Sudan,SDN,2978
Ethiopia,ETH,Total,TOT,Suriname,SUR,0
Ethiopia,ETH,Total,TOT,Swaziland,SWZ,2
Ethiopia,ETH,Total,TOT,Sweden,SWE,7464
Ethiopia,ETH,Total,TOT,Switzerland,CHE,125
Ethiopia,ETH,Total,TOT,Syrian Arab Republic,SYR,108
Ethiopia,ETH,Total,TOT,"Taiwan, China",TWN,0
Ethiopia,ETH,Total,TOT,Tajikistan,TJK,0
Ethiopia,ETH,Total,TOT,Tanzania,TZA,124
Ethiopia,ETH,Total,TOT,Thailand,THA,0
Ethiopia,ETH,Total,TOT,Timor-Leste,TLS,0
Ethiopia,ETH,Total,TOT,Togo,TGO,0
Ethiopia,ETH,Total,TOT,Tokelau,TKL,0
Ethiopia,ETH,Total,TOT,Tonga,TON,0
Ethiopia,ETH,Total,TOT,Trinidad and Tobago,TTO,2
Ethiopia,ETH,Total,TOT,Tunisia,TUN,17
Ethiopia,ETH,Total,TOT,Turkey,TUR,957
Ethiopia,ETH,Total,TOT,Turkmenistan,TKM,0
Ethiopia,ETH,Total,TOT,Turks and Caicos Islands,TCA,0
Ethiopia,ETH,Total,TOT,Tuvalu,TUV,0
Ethiopia,ETH,Total,TOT,Uganda,UGA,198
Ethiopia,ETH,Total,TOT,Ukraine,UKR,0
Ethiopia,ETH,Total,TOT,United Arab Emirates,ARE,870
Ethiopia,ETH,Total,TOT,United Kingdom,GBR,42
Ethiopia,ETH,Total,TOT,United States,USA,34983
Ethiopia,ETH,Total,TOT,Uruguay,URY,0
Ethiopia,ETH,Total,TOT,Uzbekistan,UZB,0
Ethiopia,ETH,Total,TOT,Vanuatu,VUT,0
Ethiopia,ETH,Total,TOT,"Venezuela, RB",VEN,4
Ethiopia,ETH,Total,TOT,Vietnam,VNM,0
Ethiopia,ETH,Total,TOT,Virgin Islands (U.S.),VIR,3
Ethiopia,ETH,Total,TOT,"Virgin Islands, British",VGB,0
Ethiopia,ETH,Total,TOT,Wallis and Futuna,WLF,0
Ethiopia,ETH,Total,TOT,West Bank and Gaza,PSE,216
Ethiopia,ETH,Total,TOT,"Yemen, Rep.",YEM,842
Ethiopia,ETH,Total,TOT,Zambia,ZMB,2
Ethiopia,ETH,Total,TOT,Zimbabwe,ZWE,307
Faeroe Islands,FRO,Total,TOT,Afghanistan,AFG,0
Faeroe Islands,FRO,Total,TOT,Albania,ALB,0
Faeroe Islands,FRO,Total,TOT,Algeria,DZA,0
Faeroe Islands,FRO,Total,TOT,American Samoa,ASM,0
Faeroe Islands,FRO,Total,TOT,Andorra,AND,0
Faeroe Islands,FRO,Total,TOT,Angola,AGO,1
Faeroe Islands,FRO,Total,TOT,Anguilla,AIA,0
Faeroe Islands,FRO,Total,TOT,Antigua and Barbuda,ATG,0
Faeroe Islands,FRO,Total,TOT,Argentina,ARG,0
Faeroe Islands,FRO,Total,TOT,Armenia,ARM,0
Faeroe Islands,FRO,Total,TOT,Aruba,ABW,0
Faeroe Islands,FRO,Total,TOT,Australia,AUS,152
Faeroe Islands,FRO,Total,TOT,Austria,AUT,0
Faeroe Islands,FRO,Total,TOT,Azerbaijan,AZE,0
Faeroe Islands,FRO,Total,TOT,"Bahamas, The",BHS,0
Faeroe Islands,FRO,Total,TOT,Bahrain,BHR,0
Faeroe Islands,FRO,Total,TOT,Bangladesh,BGD,0
Faeroe Islands,FRO,Total,TOT,Barbados,BRB,0
Faeroe Islands,FRO,Total,TOT,Belarus,BLR,0
Faeroe Islands,FRO,Total,TOT,Belgium,BEL,0
Faeroe Islands,FRO,Total,TOT,Belize,BLZ,0
Faeroe Islands,FRO,Total,TOT,Benin,BEN,0
Faeroe Islands,FRO,Total,TOT,Bermuda,BMU,0
Faeroe Islands,FRO,Total,TOT,Bhutan,BTN,0
Faeroe Islands,FRO,Total,TOT,Bolivia,BOL,0
Faeroe Islands,FRO,Total,TOT,Bosnia and Herzegovina,BIH,6
Faeroe Islands,FRO,Total,TOT,Botswana,BWA,0
Faeroe Islands,FRO,Total,TOT,Brazil,BRA,0
Faeroe Islands,FRO,Total,TOT,Brunei Darussalam,BRN,0
Faeroe Islands,FRO,Total,TOT,Bulgaria,BGR,0
Faeroe Islands,FRO,Total,TOT,Burkina Faso,BFA,0
Faeroe Islands,FRO,Total,TOT,Burundi,BDI,0
Faeroe Islands,FRO,Total,TOT,Cambodia,KHM,0
Faeroe Islands,FRO,Total,TOT,Cameroon,CMR,0
Faeroe Islands,FRO,Total,TOT,Canada,CAN,0
Faeroe Islands,FRO,Total,TOT,Cape Verde,CPV,0
Faeroe Islands,FRO,Total,TOT,Cayman Islands,CYM,0
Faeroe Islands,FRO,Total,TOT,Central African Republic,CAF,0
Faeroe Islands,FRO,Total,TOT,Chad,TCD,0
Faeroe Islands,FRO,Total,TOT,Channel Islands,CHI,..
Faeroe Islands,FRO,Total,TOT,Chile,CHL,2
Faeroe Islands,FRO,Total,TOT,China,CHN,0
Faeroe Islands,FRO,Total,TOT,Colombia,COL,0
Faeroe Islands,FRO,Total,TOT,Comoros,COM,0
Faeroe Islands,FRO,Total,TOT,"Congo, Dem. Rep.",COD,0
Faeroe Islands,FRO,Total,TOT,"Congo, Rep.",COG,0
Faeroe Islands,FRO,Total,TOT,Cook Islands,COK,0
Faeroe Islands,FRO,Total,TOT,Costa Rica,CRI,7
Faeroe Islands,FRO,Total,TOT,Cote d'Ivoire,CIV,0
Faeroe Islands,FRO,Total,TOT,Croatia,HRV,0
Faeroe Islands,FRO,Total,TOT,Cuba,CUB,0
Faeroe Islands,FRO,Total,TOT,Cyprus,CYP,0
Faeroe Islands,FRO,Total,TOT,Czech Republic,CZE,0
Faeroe Islands,FRO,Total,TOT,Denmark,DNK,6981
Faeroe Islands,FRO,Total,TOT,Djibouti,DJI,0
Faeroe Islands,FRO,Total,TOT,Dominica,DMA,0
Faeroe Islands,FRO,Total,TOT,Dominican Republic,DOM,0
Faeroe Islands,FRO,Total,TOT,Ecuador,ECU,0
Faeroe Islands,FRO,Total,TOT,"Egypt, Arab Rep.",EGY,0
Faeroe Islands,FRO,Total,TOT,El Salvador,SLV,0
Faeroe Islands,FRO,Total,TOT,Equatorial Guinea,GNQ,0
Faeroe Islands,FRO,Total,TOT,Eritrea,ERI,0
Faeroe Islands,FRO,Total,TOT,Estonia,EST,0
Faeroe Islands,FRO,Total,TOT,Ethiopia,ETH,0
Faeroe Islands,FRO,Total,TOT,Faeroe Islands,FRO,0
Faeroe Islands,FRO,Total,TOT,Falkland Islands (Malvinas),FLK,0
Faeroe Islands,FRO,Total,TOT,Fiji,FJI,0
Faeroe Islands,FRO,Total,TOT,Finland,FIN,0
Faeroe Islands,FRO,Total,TOT,France,FRA,3
Faeroe Islands,FRO,Total,TOT,French Guiana,GUF,0
Faeroe Islands,FRO,Total,TOT,French Polynesia,PYF,0
Faeroe Islands,FRO,Total,TOT,Gabon,GAB,0
Faeroe Islands,FRO,Total,TOT,"Gambia, The",GMB,0
Faeroe Islands,FRO,Total,TOT,Georgia,GEO,0
Faeroe Islands,FRO,Total,TOT,Germany,DEU,0
Faeroe Islands,FRO,Total,TOT,Ghana,GHA,0
Faeroe Islands,FRO,Total,TOT,Gibraltar,GIB,0
Faeroe Islands,FRO,Total,TOT,Greece,GRC,0
Faeroe Islands,FRO,Total,TOT,Greenland,GRL,214
Faeroe Islands,FRO,Total,TOT,Grenada,GRD,0
Faeroe Islands,FRO,Total,TOT,Guadeloupe,GLP,0
Faeroe Islands,FRO,Total,TOT,Guam,GUM,0
Faeroe Islands,FRO,Total,TOT,Guatemala,GTM,1
Faeroe Islands,FRO,Total,TOT,Guinea,GIN,0
Faeroe Islands,FRO,Total,TOT,Guinea-Bissau,GNB,0
Faeroe Islands,FRO,Total,TOT,Guyana,GUY,0
Faeroe Islands,FRO,Total,TOT,Haiti,HTI,0
Faeroe Islands,FRO,Total,TOT,Honduras,HND,0
Faeroe Islands,FRO,Total,TOT,"Hong Kong SAR, China",HKG,0
Faeroe Islands,FRO,Total,TOT,Hungary,HUN,0
Faeroe Islands,FRO,Total,TOT,Iceland,ISL,247
Faeroe Islands,FRO,Total,TOT,India,IND,25
Faeroe Islands,FRO,Total,TOT,Indonesia,IDN,0
Faeroe Islands,FRO,Total,TOT,"Iran, Islamic Rep.",IRN,0
Faeroe Islands,FRO,Total,TOT,Iraq,IRQ,0
Faeroe Islands,FRO,Total,TOT,Ireland,IRL,0
Faeroe Islands,FRO,Total,TOT,Isle of Man,IMY,..
Faeroe Islands,FRO,Total,TOT,Israel,ISR,0
Faeroe Islands,FRO,Total,TOT,Italy,ITA,0
Faeroe Islands,FRO,Total,TOT,Jamaica,JAM,0
Faeroe Islands,FRO,Total,TOT,Japan,JPN,0
Faeroe Islands,FRO,Total,TOT,Jordan,JOR,0
Faeroe Islands,FRO,Total,TOT,Kazakhstan,KAZ,0
Faeroe Islands,FRO,Total,TOT,Kenya,KEN,0
Faeroe Islands,FRO,Total,TOT,Kiribati,KIR,0
Faeroe Islands,FRO,Total,TOT,"Korea, Dem. Rep.",PRK,0
Faeroe Islands,FRO,Total,TOT,"Korea, Rep.",KOR,0
Faeroe Islands,FRO,Total,TOT,Kosovo,KSV,..
Faeroe Islands,FRO,Total,TOT,Kuwait,KWT,0
Faeroe Islands,FRO,Total,TOT,Kyrgyz Republic,KGZ,0
Faeroe Islands,FRO,Total,TOT,Lao PDR,LAO,0
Faeroe Islands,FRO,Total,TOT,Latvia,LVA,0
Faeroe Islands,FRO,Total,TOT,Lebanon,LBN,0
Faeroe Islands,FRO,Total,TOT,Lesotho,LSO,0
Faeroe Islands,FRO,Total,TOT,Liberia,LBR,0
Faeroe Islands,FRO,Total,TOT,Libya,LBY,0
Faeroe Islands,FRO,Total,TOT,Liechtenstein,LIE,0
Faeroe Islands,FRO,Total,TOT,Lithuania,LTU,0
Faeroe Islands,FRO,Total,TOT,Luxembourg,LUX,22
Faeroe Islands,FRO,Total,TOT,"Macao SAR, China",MAC,0
Faeroe Islands,FRO,Total,TOT,"Macedonia, FYR",MKD,21
Faeroe Islands,FRO,Total,TOT,Madagascar,MDG,0
Faeroe Islands,FRO,Total,TOT,Malawi,MWI,4
Faeroe Islands,FRO,Total,TOT,Malaysia,MYS,0
Faeroe Islands,FRO,Total,TOT,Maldives,MDV,0
Faeroe Islands,FRO,Total,TOT,Mali,MLI,0
Faeroe Islands,FRO,Total,TOT,Malta,MLT,0
Faeroe Islands,FRO,Total,TOT,Marshall Islands,MHL,0
Faeroe Islands,FRO,Total,TOT,Martinique,MTQ,0
Faeroe Islands,FRO,Total,TOT,Mauritania,MRT,0
Faeroe Islands,FRO,Total,TOT,Mauritius,MUS,0
Faeroe Islands,FRO,Total,TOT,Mayotte,MYT,0
Faeroe Islands,FRO,Total,TOT,Mexico,MEX,0
Faeroe Islands,FRO,Total,TOT,"Micronesia, Fed. Sts.",FSM,0
Faeroe Islands,FRO,Total,TOT,Moldova,MDA,0
Faeroe Islands,FRO,Total,TOT,Monaco,MCO,7
Faeroe Islands,FRO,Total,TOT,Mongolia,MNG,0
Faeroe Islands,FRO,Total,TOT,Montenegro,MNE,..
Faeroe Islands,FRO,Total,TOT,Montserrat,MSR,0
Faeroe Islands,FRO,Total,TOT,Morocco,MAR,0
Faeroe Islands,FRO,Total,TOT,Mozambique,MOZ,0
Faeroe Islands,FRO,Total,TOT,Myanmar,MMR,0
Faeroe Islands,FRO,Total,TOT,Namibia,NAM,0
Faeroe Islands,FRO,Total,TOT,Naura,NRU,0
Faeroe Islands,FRO,Total,TOT,Nepal,NPL,0
Faeroe Islands,FRO,Total,TOT,Netherlands,NLD,0
Faeroe Islands,FRO,Total,TOT,Netherlands Antilles,ANT,0
Faeroe Islands,FRO,Total,TOT,New Caledonia,NCL,0
Faeroe Islands,FRO,Total,TOT,New Zealand,NZL,2
Faeroe Islands,FRO,Total,TOT,Nicaragua,NIC,0
Faeroe Islands,FRO,Total,TOT,Niger,NER,0
Faeroe Islands,FRO,Total,TOT,Nigeria,NGA,0
Faeroe Islands,FRO,Total,TOT,Niue,NIU,0
Faeroe Islands,FRO,Total,TOT,Norfolk Island,NFK,0
Faeroe Islands,FRO,Total,TOT,Northern Mariana Islands,MNP,0
Faeroe Islands,FRO,Total,TOT,Norway,NOR,534
Faeroe Islands,FRO,Total,TOT,Oman,OMN,0
Faeroe Islands,FRO,Total,TOT,Pakistan,PAK,0
Faeroe Islands,FRO,Total,TOT,Palau,PLW,0
Faeroe Islands,FRO,Total,TOT,Panama,PAN,0
Faeroe Islands,FRO,Total,TOT,Papua New Guinea,PNG,0
Faeroe Islands,FRO,Total,TOT,Paraguay,PRY,0
Faeroe Islands,FRO,Total,TOT,Peru,PER,0
Faeroe Islands,FRO,Total,TOT,Philippines,PHL,0
Faeroe Islands,FRO,Total,TOT,Poland,POL,0
Faeroe Islands,FRO,Total,TOT,Portugal,PRT,0
Faeroe Islands,FRO,Total,TOT,Puerto Rico,PRI,0
Faeroe Islands,FRO,Total,TOT,Qatar,QAT,0
Faeroe Islands,FRO,Total,TOT,Reunion,REU,8
Faeroe Islands,FRO,Total,TOT,Romania,ROM,0
Faeroe Islands,FRO,Total,TOT,Russian Federation,RUS,0
Faeroe Islands,FRO,Total,TOT,Rwanda,RWA,0
Faeroe Islands,FRO,Total,TOT,Saint Helena,SHN,0
Faeroe Islands,FRO,Total,TOT,Saint Pierre and Miquelon,SPM,0
Faeroe Islands,FRO,Total,TOT,Samoa,WSM,0
Faeroe Islands,FRO,Total,TOT,San Marino,SMR,0
Faeroe Islands,FRO,Total,TOT,Sao Tome and Principe,STP,0
Faeroe Islands,FRO,Total,TOT,Saudi Arabia,SAU,0
Faeroe Islands,FRO,Total,TOT,Senegal,SEN,0
Faeroe Islands,FRO,Total,TOT,Serbia,SRB,..
Faeroe Islands,FRO,Total,TOT,Serbia and Montenegro,SCG,8
Faeroe Islands,FRO,Total,TOT,Seychelles,SYC,0
Faeroe Islands,FRO,Total,TOT,Sierra Leone,SLE,0
Faeroe Islands,FRO,Total,TOT,Singapore,SGP,0
Faeroe Islands,FRO,Total,TOT,Slovak Republic,SVK,0
Faeroe Islands,FRO,Total,TOT,Slovenia,SVN,0
Faeroe Islands,FRO,Total,TOT,Solomon Islands,SLB,0
Faeroe Islands,FRO,Total,TOT,Somalia,SOM,0
Faeroe Islands,FRO,Total,TOT,South Africa,ZAF,1
Faeroe Islands,FRO,Total,TOT,Spain,ESP,0
Faeroe Islands,FRO,Total,TOT,Sri Lanka,LKA,0
Faeroe Islands,FRO,Total,TOT,St. Kitts and Nevis,KNA,0
Faeroe Islands,FRO,Total,TOT,St. Lucia,LCA,0
Faeroe Islands,FRO,Total,TOT,St. Vincent and the Grenadines,VCT,0
Faeroe Islands,FRO,Total,TOT,Sudan,SDN,2
Faeroe Islands,FRO,Total,TOT,Suriname,SUR,0
Faeroe Islands,FRO,Total,TOT,Swaziland,SWZ,0
Faeroe Islands,FRO,Total,TOT,Sweden,SWE,1
Faeroe Islands,FRO,Total,TOT,Switzerland,CHE,0
Faeroe Islands,FRO,Total,TOT,Syrian Arab Republic,SYR,0
Faeroe Islands,FRO,Total,TOT,"Taiwan, China",TWN,0
Faeroe Islands,FRO,Total,TOT,Tajikistan,TJK,0
